cand_name,complete_text
Marie-Claude BARIL,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Marie-Claude BARIL Profil des personnes candidates Icons/ArrowRetour à la liste Marie-Claude BARIL Projet Montréal - Équipe Luc Rabouin Conseillère ou conseiller d'arrondissement Pointe-aux-Trembles facebook instagram courriel Présentation de la personne candidate Enseignante en musique, mère de famille et citoyenne engagée, je suis une personne qui agit avec conviction selon des valeurs fortes de justice sociale et environnementale. Créative, acharnée et au service du bien commun, je suis toujours en quête de solutions innovantes pour que tous puissent s'épanouir et trouver sa place dans notre ville. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Je veux représenter les Montréalais-es pour porter leur voix, défendre l'équité et bâtir une ville inclusive, durable et solidaire. Être à l'écoute, agir avec conviction et créer des ponts entre les gens, les idées et les quartiers. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Je veux lutter contre la crise du logement pour que chacun ait un toit. Peu importe qui tu es ou où tu vis, l'équité doit être au cœur de nos politiques : mêmes droits, mêmes services, mêmes opportunités pour tous. Quelles sont les deux principales priorités de la personne candidate? Équité territoriale Justice sociale et climatique Quel est le lieu préféré de la personne candidate à Montréal? Les berges de notre majestueux fleuve Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Shirley BARNEA,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Shirley BARNEA Profil des personnes candidates Icons/ArrowRetour à la liste Shirley BARNEA Transition Montréal - Équipe Craig Sauvé Conseillère ou conseiller de ville Jeanne-Mance linkedIn facebook instagram site courriel Présentation de la personne candidate Étudiante en économie et politique à l'UdeM, j'ai toujours eu un esprit activiste. Depuis le secondaire, je m'implique dans le mouvement environnemental à Montréal. J'ai travaillé avec diverses organisations, notamment le collectif pour le futur Montréal, avec qui j'ai organisé une trentaine de manifestations et pour qui j'ai été porte-parole. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? J'habite le Plateau depuis que j'ai 7 ans, et j'aime ce quartier de tout coeur. Je veux m'assurer qu'il reste vibrant, abordable et solidaire. J'espère apporter de la nouvelle énergie, et une perspective fraîche et créative au conseil de ville. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? J'ai plein d'idées, mais je ne prétends pas avoir toutes les solutions. En commençant par le porte-à-porte, je vais écouter. Et en tant qu'activiste, je n'ai pas peur de me battre pour vous, jusqu'à l'Assemblée nationale si c'est ça que ça prend. Quelles sont les deux principales priorités de la personne candidate? Faire face aux crises du logement et de l'itinérance avec l'ambition et le financement nécessaires Développer le transport collectif (métro, bus, tramway) et mettre en place la tarification sociale. Quel est le lieu préféré de la personne candidate à Montréal? L'avenue du Mont-Royal, l'été Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Mauro BARONE,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Mauro BARONE Profil des personnes candidates Icons/ArrowRetour à la liste Mauro BARONE Équipe St-Léonard Conseillère ou conseiller de ville Saint-Léonard-Ouest courriel Présentation de la personne candidate Marié, et papà de trois enfants, et grandpapa de deux petits enfants. PASSIONNÉ de relations internationales. Dévoué à ma foi Catholique Romaine et à mon église. Je detiens deux Baccaulaureats et une Maîtrise en Administration publique. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Par sens de devoir civique. Je suis très inquiet lorsqu'une personne (quelconque) s'accroche à des postes publique éternellement. C'est malsain pour la population. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Accroître la sécurité publique. GARDER Notre ville propre. Créer un sens d'appartenance pour tous les citoyens. Quelles sont les deux principales priorités de la personne candidate? INTÉGRITÉ ET TRANSPARENCE TOTAL. Travailler avec les forces de l'ordre pour accroître la sécurité de la ville. Quel est le lieu préféré de la personne candidate à Montréal? Les rues, les parcs, et les terrains qui ont marqué mon enfance. Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Nicole BARRY,Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Nicole BARRY Profil des personnes candidates Icons/ArrowRetour à la liste Nicole BARRY Futur Montréal Conseillère ou conseiller d'arrondissement Jeanne-Mance Présentation de la personne candidate Non disponible Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Quelles sont les deux principales priorités de la personne candidate? Quel est le lieu préféré de la personne candidate à Montréal? Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate.
Miro BATAILLE,Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Miro BATAILLE Profil des personnes candidates Icons/ArrowRetour à la liste Miro BATAILLE Transition Montréal - Équipe Craig Sauvé Conseillère ou conseiller de ville Sault-au-Récollet Présentation de la personne candidate À venir Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Quelles sont les deux principales priorités de la personne candidate? Quel est le lieu préféré de la personne candidate à Montréal? Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate.
Manouane BEAUCHAMP,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Manouane BEAUCHAMP Profil des personnes candidates Icons/ArrowRetour à la liste Manouane BEAUCHAMP Transition Montréal - Équipe Craig Sauvé Conseillère ou conseiller de ville Étienne-Desmarteau facebook courriel Présentation de la personne candidate Diplômé de HEC Montréal (B. A. A., M. Sc.), Manouane Beauchamp est conseiller en amélioration continue, en transformation organisationnelle et en gestion du changement depuis plus de 20 ans. Il a œuvré autant auprès de PME qu'au sein des plus grandes entreprises du Québec, telles que la Banque Nationale et Bombardier aéronautique. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Je souhaite représenter les montréalais-es pour leur donner une voix, les écouter et régler les problèmes de leurs quartiers. Je crois en une politique transparente, axée sur la communauté et l'action concrète pour réaliser une transition écologique. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Je souhaite améliorer la qualité de vie en rencontrant les citoyens-nes de mon district pour les écouter à propos des enjeux de leurs quartiers. Puis, en faisant appels à des spécialistes au besoin, je veux identifier et implémenter des solutions. Quelles sont les deux principales priorités de la personne candidate? Régler les enjeux de circulation de transit. Revitaliser les artères commerciales. Quel est le lieu préféré de la personne candidate à Montréal? Une librairie indépendante ou de livres d'occasion. Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Arnaud BEAUDELET,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Arnaud BEAUDELET Profil des personnes candidates Icons/ArrowRetour à la liste Arnaud BEAUDELET Projet Montréal - Équipe Luc Rabouin Conseillère ou conseiller de ville Sault-Saint-Louis linkedIn facebook courriel Présentation de la personne candidate Je suis un citoyen engagé de LaSalle, passionné par ma communauté et fort de plus de 20 ans d'expérience comme professionnel et leader. Mon objectif est de mettre mon énergie, mes compétences et mon écoute au service de tous.tes pour bâtir un avenir durable et solidaire. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Parce que je crois que la politique locale doit être proche des citoyen·nes. Je veux défendre leurs intérêts, proposer des solutions concrètes et améliorer leur quotidien avec une gestion transparente et responsable. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? En misant sur le logement abordable, la mobilité durable et la vie communautaire Mon approche repose sur l'écoute, laicollaboration et des actions concrètes pour bâtir des quartiers inclusifs, verts et sécuritaires. Quelles sont les deux principales priorités de la personne candidate? Favoriser l'accès à des logements abordables et de qualité. Améliorer la mobilité et les transports en commun à LaSalle. Quel est le lieu préféré de la personne candidate à Montréal? Les berges du Saint-Laurent à LaSalle. Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Jean BEAUDOIN,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Jean BEAUDOIN Profil des personnes candidates Icons/ArrowRetour à la liste Jean BEAUDOIN Ensemble Montréal - Équipe Soraya Mairesse ou maire de l'arrondissement Le Plateau-Mont-Royal linkedIn x facebook instagram site courriel Présentation de la personne candidate Architecte et ingénieur actif dans le Plateau depuis 25 ans, Jean Beaudoin est reconnu pour ses projets de mobilité et d'espace public. Administrateur expérimenté, il unit expertises citoyennes et recherche pour des quartiers vivants. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Jean se présente à la mairie du Plateau pour mettre son expertise au service des citoyens : mobilité cohérente et sécuritaire, cohabitation entre acteurs du quartier et densification douce respectueuse des besoins locaux. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? En valorisant les milieux de proximité du Plateau : mobilité planifiée et inclusive, soutien aux organismes communautaires, aux commerces, aux institutions culturelles et académiques et aux artistes. Quelles sont les deux principales priorités de la personne candidate? Investir pour des milieux paisibles et sains, bien gérés et propres, végétalisés et durables Mobilité planifiée, inclusive et sécuritaire pour tous les citoyens. Quel est le lieu préféré de la personne candidate à Montréal? L'avenue Mont-Royal piétonne en été. Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Robert BEAUDRY,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Robert BEAUDRY Profil des personnes candidates Icons/ArrowRetour à la liste Robert BEAUDRY Projet Montréal - Équipe Luc Rabouin Conseillère ou conseiller de ville Saint-Jacques x facebook site Présentation de la personne candidate Élu depuis 2017, j'ai auparavant œuvre de nombreuses années dans le milieu communautaire de Centre-Sud, notamment en itinérance. Depuis, je m'engage à faire de Saint-Jacques un quartier vivant, inclusif et à l'image de ses citoyen.ne.s. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Montréalais depuis toujours, je souhaite m'engager au service de ma communauté. Je crois profondément que la politique municipale est un levier concret pour améliorer nos quartiers et bâtir une ville plus juste et inclusive. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? En collaboration avec les citoyen.ne.s et les groupes communautaires du district. Je veux m'assurer que leurs besoins guident nos actions et que les services municipaux soient accessibles et efficaces. Quelles sont les deux principales priorités de la personne candidate? Valoriser le Village, le Quartier Latin, le Quartier chinois et le Vieux-Montréal. Créer plus de logements hors marché et multiplier les espaces verts au centre-ville Quel est le lieu préféré de la personne candidate à Montréal? Village Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Annie-Claude BEAUDRY,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Annie-Claude BEAUDRY Profil des personnes candidates Icons/ArrowRetour à la liste Annie-Claude BEAUDRY Projet Montréal - Équipe Luc Rabouin Conseillère ou conseiller de ville Ovide-Clermont linkedIn facebook instagram site courriel Présentation de la personne candidate Je cumule 20 ans d’expérience en gestion de projet et en politiques publiques à Parcs Canada. Je détiens une maîtrise en gestion et une certification PMP. J’ai dirigé des événements, valorisé des sites patrimoniaux et contribué à la planification stratégique des investissements. J’allie rigueur et créativité, engagement et innovation sociale. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Je crois en la diversité des élus. Je m'implique pour défendre mes valeurs: justice sociale, transition écologique et force transformatrice de la culture. Je veux mettre mon expertise au service d’une ville plus verte, inclusive et solidaire. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? Je veux collaborer avec les acteurs du quartier pour améliorer la vie locale, la sécurité, l’environnement, apaiser la circulation près des écoles, favoriser la mobilité active et soutenir les initiatives pour les jeunes. Quelles sont les deux principales priorités de la personne candidate? L'intégrité de la gouvernance, l'équité, la justice sociale, la sécurité et la transition écologique Quel est le lieu préféré de la personne candidate à Montréal? Berges de la rivière dans Montréal-Nord Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Céline-Audrey BEAUREGARD,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Céline-Audrey BEAUREGARD Profil des personnes candidates Icons/ArrowRetour à la liste Céline-Audrey BEAUREGARD Projet Montréal - Équipe Luc Rabouin Mairesse ou maire de l'arrondissement Verdun linkedIn facebook instagram courriel Présentation de la personne candidate Céline-Audrey Beauregard est élue conseillère d'arrondissement en 2021. C’est un poste en enseignement au primaire qui l’a amenée à s’installer dans le quartier il y a plus de dix ans. Elle adopte le coin grâce à son dynamisme, ses espaces verts et les initiatives d'implication. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Je souhaite représenter les Montréalais pour adresser les multiples crises actuelles, soit en lien avec le climat, la biodiversité, le logement, l’économie et les vulnérabilités. Sans oublier le souci des quartiers complets, dynamiques et résilients. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? En assurant la sécurité, l’accessibilité, le logement, la mobilité et l’accès aux sports/ loisir et la culture. De plus, il est central de nourrir le sentiment d’appartenance, les réseaux de solidarités et la participation citoyenne. Quelles sont les deux principales priorités de la personne candidate? Logement, transition socio-écologique. Accessibilité universelle et participation citoyenne. Quel est le lieu préféré de la personne candidate à Montréal? Parc riverain de Verdun et ses berges. Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
Carla BEAUVAIS,"Accueil Icons/Arrows/Link Répertoire des personnes candidates Icons/Arrows/Link Carla BEAUVAIS Profil des personnes candidates Icons/ArrowRetour à la liste Carla BEAUVAIS Projet Montréal - Équipe Luc Rabouin Conseillère ou conseiller de ville Sault-au-Récollet linkedIn facebook site courriel Présentation de la personne candidate Entrepreneuse sociale et citoyenne engagée, j'ai également réalisé des interventions dans les médias au sujet des priorités citoyennes. Je met mon expérience au service du dialogue social dans mon arrondissement d'Ahuntsic-Cartierville. La culture, le développement économique, l’environnement et le logement sont au cœur de mes préoccupations. Pourquoi la personne candidate souhaite représenter les Montréalais(es)? Parce que je crois à la force du collectif, je veux mettre mon parcours, mon expérience et mon énergie au service de ma communauté. Comment la personne candidate souhaite améliorer la qualité de vie à Montréal? En luttant contre l’itinérance, en rendant nos quartiers plus sécuritaires et apaisés puis en utilisant la culture comme moteur de transformation sociale. Je crois en une ville qui ne laisse personne derrière. Quelles sont les deux principales priorités de la personne candidate? Revitaliser Fleury Est Appuyer les organismes pour prévenir l'insécurité sociale Quel est le lieu préféré de la personne candidate à Montréal? Le Bois-Saraguay. La nature en pleine ville. Élections Montréal est un organisme neutre et non partisan. Le contenu de cette page n'engage que la personne candidate."
